# ----------------------------------------
# 1 Master View
# Огляд аудиторії
# 20190301-20190430
# ----------------------------------------

Індекс години,Діапазон дат,Сегмент,Сер. тривалість сеансу
001399,1 бер. 2019 - 30 квіт. 2019,Трафік мобільних пристроїв,00:02:03
001400,1 бер. 2019 - 30 квіт. 2019,Нові користувачі,00:02:51
001400,1 бер. 2019 - 30 квіт. 2019,Трафік із планшетних і настільних ПК,00:05:12
001400,1 бер. 2019 - 30 квіт. 2019,Трафік мобільних пристроїв,00:01:34
001401,1 бер. 2019 - 30 квіт. 2019,Нові користувачі,00:04:07
001401,1 бер. 2019 - 30 квіт. 2019,Трафік із планшетних і настільних ПК,00:04:13
001401,1 бер. 2019 - 30 квіт. 2019,Трафік мобільних пристроїв,00:01:03
001402,1 бер. 2019 - 30 квіт. 2019,Нові користувачі,00:02:56
001402,1 бер. 2019 - 30 квіт. 2019,Трафік із планшетних і настільних ПК,00:05:11
001402,1 бер. 2019 - 30 квіт. 2019,Трафік мобільних пристроїв,00:00:42
001403,1 бер. 2019 - 30 квіт. 2019,Нові користувачі,00:01:40
001403,1 бер. 2019 - 30 квіт. 2019,Трафік із планшетних і настільних ПК,00:02:49
001403,1 бер. 2019 - 30 квіт. 2019,Трафік мобільних пристроїв,00:01:48
001404,1 бер. 2019 - 30 квіт. 2019,Нові користувачі,00:02:17
001404,1 бер. 2019 - 30 квіт. 2019,Трафік із планшетних і настільних ПК,00:02:26
001404,1 бер. 2019 - 30 квіт. 2019,Трафік мобільних пристроїв,00:01:01
001405,1 бер. 2019 - 30 квіт. 2019,Нові користувачі,00:04:16
001405,1 бер. 2019 - 30 квіт. 2019,Трафік із планшетних і настільних ПК,00:04:35
001405,1 бер. 2019 - 30 квіт. 2019,Трафік мобільних пристроїв,00:03:11
001406,1 бер. 2019 - 30 квіт. 2019,Нові користувачі,00:01:11
001406,1 бер. 2019 - 30 квіт. 2019,Трафік із планшетних і настільних ПК,00:02:59
001406,1 бер. 2019 - 30 квіт. 2019,Трафік мобільних пристроїв,00:01:21
001407,1 бер. 2019 - 30 квіт. 2019,Нові користувачі,00:01:58
001407,1 бер. 2019 - 30 квіт. 2019,Трафік із планшетних і настільних ПК,00:04:47
001407,1 бер. 2019 - 30 квіт. 2019,Трафік мобільних пристроїв,00:01:49
001408,1 бер. 2019 - 30 квіт. 2019,Нові користувачі,00:04:26
001408,1 бер. 2019 - 30 квіт. 2019,Трафік із планшетних і настільних ПК,00:05:06
001408,1 бер. 2019 - 30 квіт. 2019,Трафік мобільних пристроїв,00:03:49
001409,1 бер. 2019 - 30 квіт. 2019,Нові користувачі,00:00:55
001409,1 бер. 2019 - 30 квіт. 2019,Трафік із планшетних і настільних ПК,00:02:17
001409,1 бер. 2019 - 30 квіт. 2019,Трафік мобільних пристроїв,00:01:44
001410,1 бер. 2019 - 30 квіт. 2019,Нові користувачі,00:01:48
001410,1 бер. 2019 - 30 квіт. 2019,Трафік із планшетних і настільних ПК,00:03:05
001410,1 бер. 2019 - 30 квіт. 2019,Трафік мобільних пристроїв,00:01:25
001411,1 бер. 2019 - 30 квіт. 2019,Нові користувачі,00:02:51
001411,1 бер. 2019 - 30 квіт. 2019,Трафік із планшетних і настільних ПК,00:03:35
001411,1 бер. 2019 - 30 квіт. 2019,Трафік мобільних пристроїв,00:03:09
001412,1 бер. 2019 - 30 квіт. 2019,Нові користувачі,00:04:22
001412,1 бер. 2019 - 30 квіт. 2019,Трафік із планшетних і настільних ПК,00:05:06
001412,1 бер. 2019 - 30 квіт. 2019,Трафік мобільних пристроїв,00:01:35
001413,1 бер. 2019 - 30 квіт. 2019,Нові користувачі,00:02:19
001413,1 бер. 2019 - 30 квіт. 2019,Трафік із планшетних і настільних ПК,00:03:36
001413,1 бер. 2019 - 30 квіт. 2019,Трафік мобільних пристроїв,00:02:12
001414,1 бер. 2019 - 30 квіт. 2019,Нові користувачі,00:03:13
001414,1 бер. 2019 - 30 квіт. 2019,Трафік із планшетних і настільних ПК,00:03:38
001414,1 бер. 2019 - 30 квіт. 2019,Трафік мобільних пристроїв,00:01:07
001415,1 бер. 2019 - 30 квіт. 2019,Нові користувачі,00:01:47
001415,1 бер. 2019 - 30 квіт. 2019,Трафік із планшетних і настільних ПК,00:02:09
001415,1 бер. 2019 - 30 квіт. 2019,Трафік мобільних пристроїв,00:00:22
001416,1 бер. 2019 - 30 квіт. 2019,Нові користувачі,00:01:44
001416,1 бер. 2019 - 30 квіт. 2019,Трафік із планшетних і настільних ПК,00:03:02
001416,1 бер. 2019 - 30 квіт. 2019,Трафік мобільних пристроїв,00:01:15
001417,1 бер. 2019 - 30 квіт. 2019,Нові користувачі,00:01:41
001417,1 бер. 2019 - 30 квіт. 2019,Трафік із планшетних і настільних ПК,00:04:05
001417,1 бер. 2019 - 30 квіт. 2019,Трафік мобільних пристроїв,00:02:04
001418,1 бер. 2019 - 30 квіт. 2019,Нові користувачі,00:01:47
001418,1 бер. 2019 - 30 квіт. 2019,Трафік із планшетних і настільних ПК,00:03:04
001418,1 бер. 2019 - 30 квіт. 2019,Трафік мобільних пристроїв,00:01:10
001419,1 бер. 2019 - 30 квіт. 2019,Нові користувачі,00:00:47
001419,1 бер. 2019 - 30 квіт. 2019,Трафік із планшетних і настільних ПК,00:01:06
001419,1 бер. 2019 - 30 квіт. 2019,Трафік мобільних пристроїв,00:01:13
001420,1 бер. 2019 - 30 квіт. 2019,Нові користувачі,00:01:13
001420,1 бер. 2019 - 30 квіт. 2019,Трафік із планшетних і настільних ПК,00:01:30
001420,1 бер. 2019 - 30 квіт. 2019,Трафік мобільних пристроїв,00:01:11
001421,1 бер. 2019 - 30 квіт. 2019,Нові користувачі,00:02:22
001421,1 бер. 2019 - 30 квіт. 2019,Трафік із планшетних і настільних ПК,00:03:12
001421,1 бер. 2019 - 30 квіт. 2019,Трафік мобільних пристроїв,00:01:03
001422,1 бер. 2019 - 30 квіт. 2019,Нові користувачі,00:02:06
001422,1 бер. 2019 - 30 квіт. 2019,Трафік із планшетних і настільних ПК,00:02:27
001422,1 бер. 2019 - 30 квіт. 2019,Трафік мобільних пристроїв,00:01:47
001423,1 бер. 2019 - 30 квіт. 2019,Нові користувачі,00:02:04
001423,1 бер. 2019 - 30 квіт. 2019,Трафік із планшетних і настільних ПК,00:03:09
001423,1 бер. 2019 - 30 квіт. 2019,Трафік мобільних пристроїв,00:00:48
001424,1 бер. 2019 - 30 квіт. 2019,Нові користувачі,00:02:50
001424,1 бер. 2019 - 30 квіт. 2019,Трафік із планшетних і настільних ПК,00:02:54
001424,1 бер. 2019 - 30 квіт. 2019,Трафік мобільних пристроїв,00:02:08
001425,1 бер. 2019 - 30 квіт. 2019,Нові користувачі,00:03:33
001425,1 бер. 2019 - 30 квіт. 2019,Трафік із планшетних і настільних ПК,00:04:13
001425,1 бер. 2019 - 30 квіт. 2019,Трафік мобільних пристроїв,00:01:36
001426,1 бер. 2019 - 30 квіт. 2019,Нові користувачі,00:02:11
001426,1 бер. 2019 - 30 квіт. 2019,Трафік із планшетних і настільних ПК,00:02:14
001426,1 бер. 2019 - 30 квіт. 2019,Трафік мобільних пристроїв,00:01:57
001427,1 бер. 2019 - 30 квіт. 2019,Нові користувачі,00:03:26
001427,1 бер. 2019 - 30 квіт. 2019,Трафік із планшетних і настільних ПК,00:04:22
001427,1 бер. 2019 - 30 квіт. 2019,Трафік мобільних пристроїв,00:01:11
001428,1 бер. 2019 - 30 квіт. 2019,Нові користувачі,00:01:21
001428,1 бер. 2019 - 30 квіт. 2019,Трафік із планшетних і настільних ПК,00:01:51
001428,1 бер. 2019 - 30 квіт. 2019,Трафік мобільних пристроїв,00:01:26
001429,1 бер. 2019 - 30 квіт. 2019,Нові користувачі,00:02:28
001429,1 бер. 2019 - 30 квіт. 2019,Трафік із планшетних і настільних ПК,00:03:04
001429,1 бер. 2019 - 30 квіт. 2019,Трафік мобільних пристроїв,00:00:53
001430,1 бер. 2019 - 30 квіт. 2019,Нові користувачі,00:03:44
001430,1 бер. 2019 - 30 квіт. 2019,Трафік із планшетних і настільних ПК,00:04:40
001430,1 бер. 2019 - 30 квіт. 2019,Трафік мобільних пристроїв,00:01:11
001431,1 бер. 2019 - 30 квіт. 2019,Нові користувачі,00:03:11
001431,1 бер. 2019 - 30 квіт. 2019,Трафік із планшетних і настільних ПК,00:03:42
001431,1 бер. 2019 - 30 квіт. 2019,Трафік мобільних пристроїв,00:01:10
001432,1 бер. 2019 - 30 квіт. 2019,Нові користувачі,00:02:37
001432,1 бер. 2019 - 30 квіт. 2019,Трафік із планшетних і настільних ПК,00:04:20
001432,1 бер. 2019 - 30 квіт. 2019,Трафік мобільних пристроїв,00:02:51
001433,1 бер. 2019 - 30 квіт. 2019,Нові користувачі,00:02:53
001433,1 бер. 2019 - 30 квіт. 2019,Трафік із планшетних і настільних ПК,00:03:00
001433,1 бер. 2019 - 30 квіт. 2019,Трафік мобільних пристроїв,00:02:29
001434,1 бер. 2019 - 30 квіт. 2019,Нові користувачі,00:03:14
001434,1 бер. 2019 - 30 квіт. 2019,Трафік із планшетних і настільних ПК,00:03:44
001434,1 бер. 2019 - 30 квіт. 2019,Трафік мобільних пристроїв,00:00:36
001435,1 бер. 2019 - 30 квіт. 2019,Нові користувачі,00:03:08
001435,1 бер. 2019 - 30 квіт. 2019,Трафік із планшетних і настільних ПК,00:03:01
001435,1 бер. 2019 - 30 квіт. 2019,Трафік мобільних пристроїв,00:03:31
001436,1 бер. 2019 - 30 квіт. 2019,Нові користувачі,00:01:33
001436,1 бер. 2019 - 30 квіт. 2019,Трафік із планшетних і настільних ПК,00:01:52
001436,1 бер. 2019 - 30 квіт. 2019,Трафік мобільних пристроїв,00:02:41
001437,1 бер. 2019 - 30 квіт. 2019,Нові користувачі,00:01:55
001437,1 бер. 2019 - 30 квіт. 2019,Трафік із планшетних і настільних ПК,00:02:34
001437,1 бер. 2019 - 30 квіт. 2019,Трафік мобільних пристроїв,00:01:08
001438,1 бер. 2019 - 30 квіт. 2019,Нові користувачі,00:02:53
001438,1 бер. 2019 - 30 квіт. 2019,Трафік із планшетних і настільних ПК,00:05:54
001438,1 бер. 2019 - 30 квіт. 2019,Трафік мобільних пристроїв,00:04:32
001439,1 бер. 2019 - 30 квіт. 2019,Нові користувачі,00:01:38
001439,1 бер. 2019 - 30 квіт. 2019,Трафік із планшетних і настільних ПК,00:02:07
001439,1 бер. 2019 - 30 квіт. 2019,Трафік мобільних пристроїв,00:00:52
001440,1 бер. 2019 - 30 квіт. 2019,Нові користувачі,00:02:23
