# ----------------------------------------
# 1 Master View
# Огляд аудиторії
# 20190301-20190430
# ----------------------------------------

Індекс години,Діапазон дат,Сегмент,Сер. тривалість сеансу
001292,1 бер. 2019 - 30 квіт. 2019,Нові користувачі,00:04:06
001292,1 бер. 2019 - 30 квіт. 2019,Трафік із планшетних і настільних ПК,00:04:58
001292,1 бер. 2019 - 30 квіт. 2019,Трафік мобільних пристроїв,00:04:32
001293,1 бер. 2019 - 30 квіт. 2019,Нові користувачі,00:03:46
001293,1 бер. 2019 - 30 квіт. 2019,Трафік із планшетних і настільних ПК,00:04:52
001293,1 бер. 2019 - 30 квіт. 2019,Трафік мобільних пристроїв,00:02:29
001294,1 бер. 2019 - 30 квіт. 2019,Нові користувачі,00:02:05
001294,1 бер. 2019 - 30 квіт. 2019,Трафік із планшетних і настільних ПК,00:02:52
001294,1 бер. 2019 - 30 квіт. 2019,Трафік мобільних пристроїв,00:02:08
001295,1 бер. 2019 - 30 квіт. 2019,Нові користувачі,00:01:53
001295,1 бер. 2019 - 30 квіт. 2019,Трафік із планшетних і настільних ПК,00:02:08
001295,1 бер. 2019 - 30 квіт. 2019,Трафік мобільних пристроїв,00:01:53
001296,1 бер. 2019 - 30 квіт. 2019,Нові користувачі,00:02:45
001296,1 бер. 2019 - 30 квіт. 2019,Трафік із планшетних і настільних ПК,00:04:42
001296,1 бер. 2019 - 30 квіт. 2019,Трафік мобільних пристроїв,00:01:16
001297,1 бер. 2019 - 30 квіт. 2019,Нові користувачі,00:02:22
001297,1 бер. 2019 - 30 квіт. 2019,Трафік із планшетних і настільних ПК,00:02:56
001297,1 бер. 2019 - 30 квіт. 2019,Трафік мобільних пристроїв,00:03:30
001298,1 бер. 2019 - 30 квіт. 2019,Нові користувачі,00:01:57
001298,1 бер. 2019 - 30 квіт. 2019,Трафік із планшетних і настільних ПК,00:03:17
001298,1 бер. 2019 - 30 квіт. 2019,Трафік мобільних пристроїв,00:01:02
001299,1 бер. 2019 - 30 квіт. 2019,Нові користувачі,00:01:17
001299,1 бер. 2019 - 30 квіт. 2019,Трафік із планшетних і настільних ПК,00:01:56
001299,1 бер. 2019 - 30 квіт. 2019,Трафік мобільних пристроїв,00:00:50
001300,1 бер. 2019 - 30 квіт. 2019,Нові користувачі,00:01:19
001300,1 бер. 2019 - 30 квіт. 2019,Трафік із планшетних і настільних ПК,00:01:45
001300,1 бер. 2019 - 30 квіт. 2019,Трафік мобільних пристроїв,00:02:21
001301,1 бер. 2019 - 30 квіт. 2019,Нові користувачі,00:01:50
001301,1 бер. 2019 - 30 квіт. 2019,Трафік із планшетних і настільних ПК,00:02:28
001301,1 бер. 2019 - 30 квіт. 2019,Трафік мобільних пристроїв,00:02:32
001302,1 бер. 2019 - 30 квіт. 2019,Нові користувачі,00:02:51
001302,1 бер. 2019 - 30 квіт. 2019,Трафік із планшетних і настільних ПК,00:03:13
001302,1 бер. 2019 - 30 квіт. 2019,Трафік мобільних пристроїв,00:02:48
001303,1 бер. 2019 - 30 квіт. 2019,Нові користувачі,00:02:32
001303,1 бер. 2019 - 30 квіт. 2019,Трафік із планшетних і настільних ПК,00:03:11
001303,1 бер. 2019 - 30 квіт. 2019,Трафік мобільних пристроїв,00:01:02
001304,1 бер. 2019 - 30 квіт. 2019,Нові користувачі,00:02:18
001304,1 бер. 2019 - 30 квіт. 2019,Трафік із планшетних і настільних ПК,00:04:12
001304,1 бер. 2019 - 30 квіт. 2019,Трафік мобільних пристроїв,00:01:38
001305,1 бер. 2019 - 30 квіт. 2019,Нові користувачі,00:03:01
001305,1 бер. 2019 - 30 квіт. 2019,Трафік із планшетних і настільних ПК,00:03:34
001305,1 бер. 2019 - 30 квіт. 2019,Трафік мобільних пристроїв,00:02:57
001306,1 бер. 2019 - 30 квіт. 2019,Нові користувачі,00:02:46
001306,1 бер. 2019 - 30 квіт. 2019,Трафік із планшетних і настільних ПК,00:03:23
001306,1 бер. 2019 - 30 квіт. 2019,Трафік мобільних пристроїв,00:01:26
001307,1 бер. 2019 - 30 квіт. 2019,Нові користувачі,00:02:42
001307,1 бер. 2019 - 30 квіт. 2019,Трафік із планшетних і настільних ПК,00:03:03
001307,1 бер. 2019 - 30 квіт. 2019,Трафік мобільних пристроїв,00:00:36
001308,1 бер. 2019 - 30 квіт. 2019,Нові користувачі,00:03:12
001308,1 бер. 2019 - 30 квіт. 2019,Трафік із планшетних і настільних ПК,00:03:30
001308,1 бер. 2019 - 30 квіт. 2019,Трафік мобільних пристроїв,00:02:31
001309,1 бер. 2019 - 30 квіт. 2019,Нові користувачі,00:04:31
001309,1 бер. 2019 - 30 квіт. 2019,Трафік із планшетних і настільних ПК,00:03:56
001309,1 бер. 2019 - 30 квіт. 2019,Трафік мобільних пристроїв,00:01:43
001310,1 бер. 2019 - 30 квіт. 2019,Нові користувачі,00:03:02
001310,1 бер. 2019 - 30 квіт. 2019,Трафік із планшетних і настільних ПК,00:03:10
001310,1 бер. 2019 - 30 квіт. 2019,Трафік мобільних пристроїв,00:01:51
001311,1 бер. 2019 - 30 квіт. 2019,Нові користувачі,00:02:00
001311,1 бер. 2019 - 30 квіт. 2019,Трафік із планшетних і настільних ПК,00:02:18
001311,1 бер. 2019 - 30 квіт. 2019,Трафік мобільних пристроїв,00:02:06
001312,1 бер. 2019 - 30 квіт. 2019,Нові користувачі,00:03:06
001312,1 бер. 2019 - 30 квіт. 2019,Трафік із планшетних і настільних ПК,00:03:25
001312,1 бер. 2019 - 30 квіт. 2019,Трафік мобільних пристроїв,00:02:19
001313,1 бер. 2019 - 30 квіт. 2019,Нові користувачі,00:02:50
001313,1 бер. 2019 - 30 квіт. 2019,Трафік із планшетних і настільних ПК,00:05:22
001313,1 бер. 2019 - 30 квіт. 2019,Трафік мобільних пристроїв,00:01:43
001314,1 бер. 2019 - 30 квіт. 2019,Нові користувачі,00:01:38
001314,1 бер. 2019 - 30 квіт. 2019,Трафік із планшетних і настільних ПК,00:03:12
001314,1 бер. 2019 - 30 квіт. 2019,Трафік мобільних пристроїв,00:00:43
001315,1 бер. 2019 - 30 квіт. 2019,Нові користувачі,00:02:01
001315,1 бер. 2019 - 30 квіт. 2019,Трафік із планшетних і настільних ПК,00:04:14
001315,1 бер. 2019 - 30 квіт. 2019,Трафік мобільних пристроїв,00:01:39
001316,1 бер. 2019 - 30 квіт. 2019,Нові користувачі,00:03:13
001316,1 бер. 2019 - 30 квіт. 2019,Трафік із планшетних і настільних ПК,00:04:30
001316,1 бер. 2019 - 30 квіт. 2019,Трафік мобільних пристроїв,00:02:48
001317,1 бер. 2019 - 30 квіт. 2019,Нові користувачі,00:02:17
001317,1 бер. 2019 - 30 квіт. 2019,Трафік із планшетних і настільних ПК,00:03:34
001317,1 бер. 2019 - 30 квіт. 2019,Трафік мобільних пристроїв,00:00:57
001318,1 бер. 2019 - 30 квіт. 2019,Нові користувачі,00:02:47
001318,1 бер. 2019 - 30 квіт. 2019,Трафік із планшетних і настільних ПК,00:04:07
001318,1 бер. 2019 - 30 квіт. 2019,Трафік мобільних пристроїв,00:02:58
001319,1 бер. 2019 - 30 квіт. 2019,Нові користувачі,00:01:48
001319,1 бер. 2019 - 30 квіт. 2019,Трафік із планшетних і настільних ПК,00:01:54
001319,1 бер. 2019 - 30 квіт. 2019,Трафік мобільних пристроїв,00:01:57
001320,1 бер. 2019 - 30 квіт. 2019,Нові користувачі,00:01:37
001320,1 бер. 2019 - 30 квіт. 2019,Трафік із планшетних і настільних ПК,00:02:07
001320,1 бер. 2019 - 30 квіт. 2019,Трафік мобільних пристроїв,00:01:33
001321,1 бер. 2019 - 30 квіт. 2019,Нові користувачі,00:02:13
001321,1 бер. 2019 - 30 квіт. 2019,Трафік із планшетних і настільних ПК,00:02:59
001321,1 бер. 2019 - 30 квіт. 2019,Трафік мобільних пристроїв,00:00:35
001322,1 бер. 2019 - 30 квіт. 2019,Нові користувачі,00:01:58
001322,1 бер. 2019 - 30 квіт. 2019,Трафік із планшетних і настільних ПК,00:02:14
001322,1 бер. 2019 - 30 квіт. 2019,Трафік мобільних пристроїв,00:01:05
001323,1 бер. 2019 - 30 квіт. 2019,Нові користувачі,00:01:45
001323,1 бер. 2019 - 30 квіт. 2019,Трафік із планшетних і настільних ПК,00:01:46
001323,1 бер. 2019 - 30 квіт. 2019,Трафік мобільних пристроїв,00:02:22
001324,1 бер. 2019 - 30 квіт. 2019,Нові користувачі,00:05:00
001324,1 бер. 2019 - 30 квіт. 2019,Трафік із планшетних і настільних ПК,00:05:09
001324,1 бер. 2019 - 30 квіт. 2019,Трафік мобільних пристроїв,00:01:55
001325,1 бер. 2019 - 30 квіт. 2019,Нові користувачі,00:02:38
001325,1 бер. 2019 - 30 квіт. 2019,Трафік із планшетних і настільних ПК,00:01:55
001325,1 бер. 2019 - 30 квіт. 2019,Трафік мобільних пристроїв,00:01:56
001326,1 бер. 2019 - 30 квіт. 2019,Нові користувачі,00:02:36
001326,1 бер. 2019 - 30 квіт. 2019,Трафік із планшетних і настільних ПК,00:04:09
001326,1 бер. 2019 - 30 квіт. 2019,Трафік мобільних пристроїв,00:01:21
001327,1 бер. 2019 - 30 квіт. 2019,Нові користувачі,00:02:21
001327,1 бер. 2019 - 30 квіт. 2019,Трафік із планшетних і настільних ПК,00:03:42
001327,1 бер. 2019 - 30 квіт. 2019,Трафік мобільних пристроїв,00:01:31
001328,1 бер. 2019 - 30 квіт. 2019,Нові користувачі,00:01:58
001328,1 бер. 2019 - 30 квіт. 2019,Трафік із планшетних і настільних ПК,00:04:13
001328,1 бер. 2019 - 30 квіт. 2019,Трафік мобільних пристроїв,00:01:59
001329,1 бер. 2019 - 30 квіт. 2019,Нові користувачі,00:03:59
001329,1 бер. 2019 - 30 квіт. 2019,Трафік із планшетних і настільних ПК,00:04:38
001329,1 бер. 2019 - 30 квіт. 2019,Трафік мобільних пристроїв,00:03:41
001330,1 бер. 2019 - 30 квіт. 2019,Нові користувачі,00:03:12
001330,1 бер. 2019 - 30 квіт. 2019,Трафік із планшетних і настільних ПК,00:04:01
001330,1 бер. 2019 - 30 квіт. 2019,Трафік мобільних пристроїв,00:00:28
001331,1 бер. 2019 - 30 квіт. 2019,Нові користувачі,00:01:29
001331,1 бер. 2019 - 30 квіт. 2019,Трафік із планшетних і настільних ПК,00:01:53
001331,1 бер. 2019 - 30 квіт. 2019,Трафік мобільних пристроїв,00:01:22
001332,1 бер. 2019 - 30 квіт. 2019,Нові користувачі,00:04:23
001332,1 бер. 2019 - 30 квіт. 2019,Трафік із планшетних і настільних ПК,00:05:03
001332,1 бер. 2019 - 30 квіт. 2019,Трафік мобільних пристроїв,00:01:08
001333,1 бер. 2019 - 30 квіт. 2019,Нові користувачі,00:02:21
001333,1 бер. 2019 - 30 квіт. 2019,Трафік із планшетних і настільних ПК,00:02:48
001333,1 бер. 2019 - 30 квіт. 2019,Трафік мобільних пристроїв,00:02:32
001334,1 бер. 2019 - 30 квіт. 2019,Нові користувачі,00:02:16
001334,1 бер. 2019 - 30 квіт. 2019,Трафік із планшетних і настільних ПК,00:04:12
001334,1 бер. 2019 - 30 квіт. 2019,Трафік мобільних пристроїв,00:04:39
001335,1 бер. 2019 - 30 квіт. 2019,Нові користувачі,00:01:56
001335,1 бер. 2019 - 30 квіт. 2019,Трафік із планшетних і настільних ПК,00:02:02
001335,1 бер. 2019 - 30 квіт. 2019,Трафік мобільних пристроїв,00:02:05
001336,1 бер. 2019 - 30 квіт. 2019,Нові користувачі,00:01:16
001336,1 бер. 2019 - 30 квіт. 2019,Трафік із планшетних і настільних ПК,00:02:41
001336,1 бер. 2019 - 30 квіт. 2019,Трафік мобільних пристроїв,00:00:52
001337,1 бер. 2019 - 30 квіт. 2019,Нові користувачі,00:02:26
001337,1 бер. 2019 - 30 квіт. 2019,Трафік із планшетних і настільних ПК,00:03:30
001337,1 бер. 2019 - 30 квіт. 2019,Трафік мобільних пристроїв,00:03:45
001338,1 бер. 2019 - 30 квіт. 2019,Нові користувачі,00:01:28
001338,1 бер. 2019 - 30 квіт. 2019,Трафік із планшетних і настільних ПК,00:02:28
001338,1 бер. 2019 - 30 квіт. 2019,Трафік мобільних пристроїв,00:02:45
001339,1 бер. 2019 - 30 квіт. 2019,Нові користувачі,00:02:12
001339,1 бер. 2019 - 30 квіт. 2019,Трафік із планшетних і настільних ПК,00:02:32
001339,1 бер. 2019 - 30 квіт. 2019,Трафік мобільних пристроїв,00:00:48
001340,1 бер. 2019 - 30 квіт. 2019,Нові користувачі,00:04:13
001340,1 бер. 2019 - 30 квіт. 2019,Трафік із планшетних і настільних ПК,00:04:56
001340,1 бер. 2019 - 30 квіт. 2019,Трафік мобільних пристроїв,00:02:51
001341,1 бер. 2019 - 30 квіт. 2019,Нові користувачі,00:02:53
001341,1 бер. 2019 - 30 квіт. 2019,Трафік із планшетних і настільних ПК,00:05:08
001341,1 бер. 2019 - 30 квіт. 2019,Трафік мобільних пристроїв,00:01:24
001342,1 бер. 2019 - 30 квіт. 2019,Нові користувачі,00:03:20
001342,1 бер. 2019 - 30 квіт. 2019,Трафік із планшетних і настільних ПК,00:03:44
001342,1 бер. 2019 - 30 квіт. 2019,Трафік мобільних пристроїв,00:02:31
001343,1 бер. 2019 - 30 квіт. 2019,Нові користувачі,00:03:30
001343,1 бер. 2019 - 30 квіт. 2019,Трафік із планшетних і настільних ПК,00:03:29
001343,1 бер. 2019 - 30 квіт. 2019,Трафік мобільних пристроїв,00:01:07
001344,1 бер. 2019 - 30 квіт. 2019,Нові користувачі,00:02:27
001344,1 бер. 2019 - 30 квіт. 2019,Трафік із планшетних і настільних ПК,00:03:19
001344,1 бер. 2019 - 30 квіт. 2019,Трафік мобільних пристроїв,00:01:39
001345,1 бер. 2019 - 30 квіт. 2019,Нові користувачі,00:01:28
001345,1 бер. 2019 - 30 квіт. 2019,Трафік із планшетних і настільних ПК,00:00:45
001345,1 бер. 2019 - 30 квіт. 2019,Трафік мобільних пристроїв,00:03:56
001346,1 бер. 2019 - 30 квіт. 2019,Нові користувачі,00:03:27
001346,1 бер. 2019 - 30 квіт. 2019,Трафік із планшетних і настільних ПК,00:03:21
001346,1 бер. 2019 - 30 квіт. 2019,Трафік мобільних пристроїв,00:01:33
001347,1 бер. 2019 - 30 квіт. 2019,Нові користувачі,00:03:19
001347,1 бер. 2019 - 30 квіт. 2019,Трафік із планшетних і настільних ПК,00:03:44
001347,1 бер. 2019 - 30 квіт. 2019,Трафік мобільних пристроїв,00:01:30
001348,1 бер. 2019 - 30 квіт. 2019,Нові користувачі,00:00:49
001348,1 бер. 2019 - 30 квіт. 2019,Трафік із планшетних і настільних ПК,00:02:06
001348,1 бер. 2019 - 30 квіт. 2019,Трафік мобільних пристроїв,00:02:27
001349,1 бер. 2019 - 30 квіт. 2019,Нові користувачі,00:02:21
001349,1 бер. 2019 - 30 квіт. 2019,Трафік із планшетних і настільних ПК,00:04:28
001349,1 бер. 2019 - 30 квіт. 2019,Трафік мобільних пристроїв,00:00:58
001350,1 бер. 2019 - 30 квіт. 2019,Нові користувачі,00:03:06
001350,1 бер. 2019 - 30 квіт. 2019,Трафік із планшетних і настільних ПК,00:03:20
001350,1 бер. 2019 - 30 квіт. 2019,Трафік мобільних пристроїв,00:02:29
001351,1 бер. 2019 - 30 квіт. 2019,Нові користувачі,00:02:07
001351,1 бер. 2019 - 30 квіт. 2019,Трафік із планшетних і настільних ПК,00:02:33
001351,1 бер. 2019 - 30 квіт. 2019,Трафік мобільних пристроїв,00:02:57
001352,1 бер. 2019 - 30 квіт. 2019,Нові користувачі,00:04:19
001352,1 бер. 2019 - 30 квіт. 2019,Трафік із планшетних і настільних ПК,00:03:48
001352,1 бер. 2019 - 30 квіт. 2019,Трафік мобільних пристроїв,00:02:53
001353,1 бер. 2019 - 30 квіт. 2019,Нові користувачі,00:03:10
001353,1 бер. 2019 - 30 квіт. 2019,Трафік із планшетних і настільних ПК,00:03:04
001353,1 бер. 2019 - 30 квіт. 2019,Трафік мобільних пристроїв,00:04:47
001354,1 бер. 2019 - 30 квіт. 2019,Нові користувачі,00:01:37
001354,1 бер. 2019 - 30 квіт. 2019,Трафік із планшетних і настільних ПК,00:02:27
001354,1 бер. 2019 - 30 квіт. 2019,Трафік мобільних пристроїв,00:00:52
001355,1 бер. 2019 - 30 квіт. 2019,Нові користувачі,00:03:28
001355,1 бер. 2019 - 30 квіт. 2019,Трафік із планшетних і настільних ПК,00:03:51
001355,1 бер. 2019 - 30 квіт. 2019,Трафік мобільних пристроїв,00:01:11
001356,1 бер. 2019 - 30 квіт. 2019,Нові користувачі,00:01:50
001356,1 бер. 2019 - 30 квіт. 2019,Трафік із планшетних і настільних ПК,00:02:22
001356,1 бер. 2019 - 30 квіт. 2019,Трафік мобільних пристроїв,00:02:48
001357,1 бер. 2019 - 30 квіт. 2019,Нові користувачі,00:01:49
001357,1 бер. 2019 - 30 квіт. 2019,Трафік із планшетних і настільних ПК,00:02:54
001357,1 бер. 2019 - 30 квіт. 2019,Трафік мобільних пристроїв,00:04:16
001358,1 бер. 2019 - 30 квіт. 2019,Нові користувачі,00:02:43
001358,1 бер. 2019 - 30 квіт. 2019,Трафік із планшетних і настільних ПК,00:03:16
001358,1 бер. 2019 - 30 квіт. 2019,Трафік мобільних пристроїв,00:01:40
001359,1 бер. 2019 - 30 квіт. 2019,Нові користувачі,00:02:54
001359,1 бер. 2019 - 30 квіт. 2019,Трафік із планшетних і настільних ПК,00:04:31
001359,1 бер. 2019 - 30 квіт. 2019,Трафік мобільних пристроїв,00:01:41
001360,1 бер. 2019 - 30 квіт. 2019,Нові користувачі,00:02:07
001360,1 бер. 2019 - 30 квіт. 2019,Трафік із планшетних і настільних ПК,00:01:49
001360,1 бер. 2019 - 30 квіт. 2019,Трафік мобільних пристроїв,00:01:51
001361,1 бер. 2019 - 30 квіт. 2019,Нові користувачі,00:02:28
001361,1 бер. 2019 - 30 квіт. 2019,Трафік із планшетних і настільних ПК,00:03:14
001361,1 бер. 2019 - 30 квіт. 2019,Трафік мобільних пристроїв,00:01:40
001362,1 бер. 2019 - 30 квіт. 2019,Нові користувачі,00:03:39
001362,1 бер. 2019 - 30 квіт. 2019,Трафік із планшетних і настільних ПК,00:05:02
001362,1 бер. 2019 - 30 квіт. 2019,Трафік мобільних пристроїв,00:03:14
001363,1 бер. 2019 - 30 квіт. 2019,Нові користувачі,00:05:46
001363,1 бер. 2019 - 30 квіт. 2019,Трафік із планшетних і настільних ПК,00:10:21
001363,1 бер. 2019 - 30 квіт. 2019,Трафік мобільних пристроїв,00:02:58
001364,1 бер. 2019 - 30 квіт. 2019,Нові користувачі,00:02:36
001364,1 бер. 2019 - 30 квіт. 2019,Трафік із планшетних і настільних ПК,00:03:39
001364,1 бер. 2019 - 30 квіт. 2019,Трафік мобільних пристроїв,00:02:03
001365,1 бер. 2019 - 30 квіт. 2019,Нові користувачі,00:01:17
001365,1 бер. 2019 - 30 квіт. 2019,Трафік із планшетних і настільних ПК,00:03:03
001365,1 бер. 2019 - 30 квіт. 2019,Трафік мобільних пристроїв,00:00:58
001366,1 бер. 2019 - 30 квіт. 2019,Нові користувачі,00:00:48
001366,1 бер. 2019 - 30 квіт. 2019,Трафік із планшетних і настільних ПК,00:04:47
001366,1 бер. 2019 - 30 квіт. 2019,Трафік мобільних пристроїв,00:00:23
001367,1 бер. 2019 - 30 квіт. 2019,Нові користувачі,00:01:30
001367,1 бер. 2019 - 30 квіт. 2019,Трафік із планшетних і настільних ПК,00:01:59
001367,1 бер. 2019 - 30 квіт. 2019,Трафік мобільних пристроїв,00:01:09
001368,1 бер. 2019 - 30 квіт. 2019,Нові користувачі,00:01:11
001368,1 бер. 2019 - 30 квіт. 2019,Трафік із планшетних і настільних ПК,00:04:39
001368,1 бер. 2019 - 30 квіт. 2019,Трафік мобільних пристроїв,00:00:38
001369,1 бер. 2019 - 30 квіт. 2019,Нові користувачі,00:03:44
001369,1 бер. 2019 - 30 квіт. 2019,Трафік із планшетних і настільних ПК,00:05:09
001369,1 бер. 2019 - 30 квіт. 2019,Трафік мобільних пристроїв,00:03:06
001370,1 бер. 2019 - 30 квіт. 2019,Нові користувачі,00:00:46
001370,1 бер. 2019 - 30 квіт. 2019,Трафік із планшетних і настільних ПК,00:00:37
001370,1 бер. 2019 - 30 квіт. 2019,Трафік мобільних пристроїв,00:04:00
001371,1 бер. 2019 - 30 квіт. 2019,Нові користувачі,00:00:45
001371,1 бер. 2019 - 30 квіт. 2019,Трафік із планшетних і настільних ПК,00:00:45
001371,1 бер. 2019 - 30 квіт. 2019,Трафік мобільних пристроїв,00:00:40
001372,1 бер. 2019 - 30 квіт. 2019,Нові користувачі,00:02:08
001372,1 бер. 2019 - 30 квіт. 2019,Трафік із планшетних і настільних ПК,00:03:47
001372,1 бер. 2019 - 30 квіт. 2019,Трафік мобільних пристроїв,00:01:08
001373,1 бер. 2019 - 30 квіт. 2019,Нові користувачі,00:01:58
001373,1 бер. 2019 - 30 квіт. 2019,Трафік із планшетних і настільних ПК,00:03:44
001373,1 бер. 2019 - 30 квіт. 2019,Трафік мобільних пристроїв,00:01:52
001374,1 бер. 2019 - 30 квіт. 2019,Нові користувачі,00:02:35
001374,1 бер. 2019 - 30 квіт. 2019,Трафік із планшетних і настільних ПК,00:03:03
001374,1 бер. 2019 - 30 квіт. 2019,Трафік мобільних пристроїв,00:02:15
001375,1 бер. 2019 - 30 квіт. 2019,Нові користувачі,00:02:55
001375,1 бер. 2019 - 30 квіт. 2019,Трафік із планшетних і настільних ПК,00:04:58
001375,1 бер. 2019 - 30 квіт. 2019,Трафік мобільних пристроїв,00:03:21
001376,1 бер. 2019 - 30 квіт. 2019,Нові користувачі,00:02:42
001376,1 бер. 2019 - 30 квіт. 2019,Трафік із планшетних і настільних ПК,00:03:33
001376,1 бер. 2019 - 30 квіт. 2019,Трафік мобільних пристроїв,00:04:25
001377,1 бер. 2019 - 30 квіт. 2019,Нові користувачі,00:02:59
001377,1 бер. 2019 - 30 квіт. 2019,Трафік із планшетних і настільних ПК,00:02:55
001377,1 бер. 2019 - 30 квіт. 2019,Трафік мобільних пристроїв,00:03:30
001378,1 бер. 2019 - 30 квіт. 2019,Нові користувачі,00:02:24
001378,1 бер. 2019 - 30 квіт. 2019,Трафік із планшетних і настільних ПК,00:03:29
001378,1 бер. 2019 - 30 квіт. 2019,Трафік мобільних пристроїв,00:00:48
001379,1 бер. 2019 - 30 квіт. 2019,Нові користувачі,00:02:25
001379,1 бер. 2019 - 30 квіт. 2019,Трафік із планшетних і настільних ПК,00:02:40
001379,1 бер. 2019 - 30 квіт. 2019,Трафік мобільних пристроїв,00:02:18
001380,1 бер. 2019 - 30 квіт. 2019,Нові користувачі,00:03:05
001380,1 бер. 2019 - 30 квіт. 2019,Трафік із планшетних і настільних ПК,00:04:35
001380,1 бер. 2019 - 30 квіт. 2019,Трафік мобільних пристроїв,00:02:53
001381,1 бер. 2019 - 30 квіт. 2019,Нові користувачі,00:02:10
001381,1 бер. 2019 - 30 квіт. 2019,Трафік із планшетних і настільних ПК,00:03:08
001381,1 бер. 2019 - 30 квіт. 2019,Трафік мобільних пристроїв,00:01:24
001382,1 бер. 2019 - 30 квіт. 2019,Нові користувачі,00:01:28
001382,1 бер. 2019 - 30 квіт. 2019,Трафік із планшетних і настільних ПК,00:01:57
001382,1 бер. 2019 - 30 квіт. 2019,Трафік мобільних пристроїв,00:01:29
001383,1 бер. 2019 - 30 квіт. 2019,Нові користувачі,00:03:28
001383,1 бер. 2019 - 30 квіт. 2019,Трафік із планшетних і настільних ПК,00:04:44
001383,1 бер. 2019 - 30 квіт. 2019,Трафік мобільних пристроїв,00:01:57
001384,1 бер. 2019 - 30 квіт. 2019,Нові користувачі,00:02:09
001384,1 бер. 2019 - 30 квіт. 2019,Трафік із планшетних і настільних ПК,00:02:22
001384,1 бер. 2019 - 30 квіт. 2019,Трафік мобільних пристроїв,00:01:37
001385,1 бер. 2019 - 30 квіт. 2019,Нові користувачі,00:02:20
001385,1 бер. 2019 - 30 квіт. 2019,Трафік із планшетних і настільних ПК,00:03:50
001385,1 бер. 2019 - 30 квіт. 2019,Трафік мобільних пристроїв,00:01:32
001386,1 бер. 2019 - 30 квіт. 2019,Нові користувачі,00:01:58
001386,1 бер. 2019 - 30 квіт. 2019,Трафік із планшетних і настільних ПК,00:04:23
001386,1 бер. 2019 - 30 квіт. 2019,Трафік мобільних пристроїв,00:00:59
001387,1 бер. 2019 - 30 квіт. 2019,Нові користувачі,00:02:49
001387,1 бер. 2019 - 30 квіт. 2019,Трафік із планшетних і настільних ПК,00:03:57
001387,1 бер. 2019 - 30 квіт. 2019,Трафік мобільних пристроїв,00:02:41
001388,1 бер. 2019 - 30 квіт. 2019,Нові користувачі,00:02:50
001388,1 бер. 2019 - 30 квіт. 2019,Трафік із планшетних і настільних ПК,00:04:21
001388,1 бер. 2019 - 30 квіт. 2019,Трафік мобільних пристроїв,00:01:47
001389,1 бер. 2019 - 30 квіт. 2019,Нові користувачі,00:01:43
001389,1 бер. 2019 - 30 квіт. 2019,Трафік із планшетних і настільних ПК,00:02:10
001389,1 бер. 2019 - 30 квіт. 2019,Трафік мобільних пристроїв,00:01:34
001390,1 бер. 2019 - 30 квіт. 2019,Нові користувачі,00:03:41
001390,1 бер. 2019 - 30 квіт. 2019,Трафік із планшетних і настільних ПК,00:04:49
001390,1 бер. 2019 - 30 квіт. 2019,Трафік мобільних пристроїв,00:02:32
001391,1 бер. 2019 - 30 квіт. 2019,Нові користувачі,00:01:34
001391,1 бер. 2019 - 30 квіт. 2019,Трафік із планшетних і настільних ПК,00:03:50
001391,1 бер. 2019 - 30 квіт. 2019,Трафік мобільних пристроїв,00:02:31
001392,1 бер. 2019 - 30 квіт. 2019,Нові користувачі,00:01:41
001392,1 бер. 2019 - 30 квіт. 2019,Трафік із планшетних і настільних ПК,00:02:27
001392,1 бер. 2019 - 30 квіт. 2019,Трафік мобільних пристроїв,00:01:48
001393,1 бер. 2019 - 30 квіт. 2019,Нові користувачі,00:03:11
001393,1 бер. 2019 - 30 квіт. 2019,Трафік із планшетних і настільних ПК,00:03:50
001393,1 бер. 2019 - 30 квіт. 2019,Трафік мобільних пристроїв,00:01:02
001394,1 бер. 2019 - 30 квіт. 2019,Нові користувачі,00:01:42
001394,1 бер. 2019 - 30 квіт. 2019,Трафік із планшетних і настільних ПК,00:01:42
001394,1 бер. 2019 - 30 квіт. 2019,Трафік мобільних пристроїв,00:02:17
001395,1 бер. 2019 - 30 квіт. 2019,Нові користувачі,00:00:42
001395,1 бер. 2019 - 30 квіт. 2019,Трафік із планшетних і настільних ПК,00:02:31
001395,1 бер. 2019 - 30 квіт. 2019,Трафік мобільних пристроїв,00:03:04
001396,1 бер. 2019 - 30 квіт. 2019,Нові користувачі,00:00:57
001396,1 бер. 2019 - 30 квіт. 2019,Трафік із планшетних і настільних ПК,00:02:26
001396,1 бер. 2019 - 30 квіт. 2019,Трафік мобільних пристроїв,00:00:56
001397,1 бер. 2019 - 30 квіт. 2019,Нові користувачі,00:01:19
001397,1 бер. 2019 - 30 квіт. 2019,Трафік із планшетних і настільних ПК,00:02:01
001397,1 бер. 2019 - 30 квіт. 2019,Трафік мобільних пристроїв,00:03:17
001398,1 бер. 2019 - 30 квіт. 2019,Нові користувачі,00:00:56
001398,1 бер. 2019 - 30 квіт. 2019,Трафік із планшетних і настільних ПК,00:02:20
001398,1 бер. 2019 - 30 квіт. 2019,Трафік мобільних пристроїв,00:00:45
001399,1 бер. 2019 - 30 квіт. 2019,Нові користувачі,00:02:26
001399,1 бер. 2019 - 30 квіт. 2019,Трафік із планшетних і настільних ПК,00:03:09
